Car_Name,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Mahindra XUV500,2012,9.68,166011,CNG,Individual,Automatic,0,4.73
Mahindra XUV500,2010,4.7,20915,Diesel,Dealer,Manual,3,1.23
Honda City,2008,18.08,143750,CNG,Dealer,Automatic,2,8.25
Hyundai i20,2022,19.1,135664,Petrol,Dealer,Automatic,1,11.08
Ford Figo,2017,7.19,45595,CNG,Dealer,Manual,3,3.81
Toyota Corolla,2010,11.63,174131,CNG,Individual,Automatic,2,2.67
Ford Figo,2018,15.74,39212,Diesel,Individual,Manual,0,6.27
Maruti Alto,2007,10.58,15689,Diesel,Individual,Automatic,1,2.66
Honda City,2014,17.66,16093,Petrol,Individual,Manual,2,6.23
Ford Figo,2014,5.85,196167,Petrol,Dealer,Automatic,3,1.98
Mahindra XUV500,2014,11.48,144029,CNG,Dealer,Manual,0,4.19
Maruti Alto,2021,11.58,77203,Diesel,Dealer,Automatic,0,7.42
Toyota Corolla,2006,7.57,172531,Petrol,Individual,Manual,1,2.96
Honda City,2016,5.9,142943,Diesel,Individual,Manual,3,3.31
Kia Seltos,2008,4.08,191464,CNG,Individual,Automatic,0,1.33
Maruti Alto,2011,6.72,28964,CNG,Dealer,Automatic,1,1.56
Maruti Alto,2012,3.19,111600,Petrol,Dealer,Manual,3,1.54
Maruti Swift,2017,4.17,136251,Diesel,Dealer,Manual,1,1.4
Hyundai Verna,2005,12.76,92710,Diesel,Dealer,Manual,0,2.45
Hyundai Verna,2015,10.76,189244,Diesel,Individual,Automatic,0,6.88
Maruti Swift,2005,17.94,183289,Petrol,Individual,Automatic,2,2.93
Hyundai Verna,2007,7.95,23589,Petrol,Individual,Manual,2,1.7
Honda City,2021,10.85,11914,CNG,Dealer,Automatic,1,3.97
Maruti Alto,2011,13.11,137606,Petrol,Dealer,Manual,3,3.72
Maruti Swift,2018,3.84,71885,Petrol,Individual,Manual,3,2.72
Maruti Swift,2016,13.53,93471,Petrol,Individual,Automatic,3,5.77
Toyota Corolla,2021,14.64,35543,CNG,Dealer,Automatic,0,11.5
Maruti Swift,2006,11.6,58262,Diesel,Individual,Automatic,0,4.22
Toyota Corolla,2017,5.19,124440,Petrol,Individual,Manual,0,3.57
Tata Nexon,2013,18.21,98269,Petrol,Individual,Manual,3,7.85
Maruti Swift,2020,9.93,152160,CNG,Dealer,Manual,2,4.14
Tata Nexon,2008,6.74,150366,Petrol,Individual,Manual,2,1.68
Maruti Alto,2022,15.39,143571,Petrol,Individual,Manual,1,6.37
Kia Seltos,2008,3.43,179856,Diesel,Individual,Manual,0,1.08
Kia Seltos,2023,14.88,80851,Diesel,Dealer,Manual,3,12.92
Kia Seltos,2010,9.55,161722,CNG,Individual,Automatic,2,4.42
Kia Seltos,2019,4.07,141894,Diesel,Dealer,Automatic,3,2.36
Toyota Corolla,2012,5.07,153200,Petrol,Individual,Manual,2,2.08
Hyundai Verna,2010,18.08,33404,Petrol,Dealer,Automatic,1,8.03
Hyundai i20,2017,12.37,19358,Diesel,Dealer,Automatic,1,5.27
Toyota Corolla,2019,15.87,13000,CNG,Individual,Manual,1,6.55
Mahindra XUV500,2021,13.12,90400,CNG,Individual,Manual,1,8.29
Kia Seltos,2005,17.13,79632,Petrol,Individual,Automatic,0,6.55
Ford Figo,2018,8.47,148983,Petrol,Individual,Automatic,1,3.89
Toyota Corolla,2007,16.21,105252,CNG,Individual,Automatic,3,5.39
Hyundai i20,2005,12.33,116661,Petrol,Dealer,Manual,2,3.41
Ford Figo,2013,17.26,75004,Diesel,Dealer,Manual,2,9.37
Mahindra XUV500,2006,17.46,48055,Diesel,Dealer,Manual,0,5.63
Hyundai i20,2018,13.01,107049,Petrol,Dealer,Manual,3,6.43
Maruti Swift,2007,14.2,165403,Diesel,Dealer,Manual,0,3.65
Honda City,2013,3.9,170114,CNG,Dealer,Automatic,0,1.49
Toyota Corolla,2021,5.93,157689,Diesel,Individual,Manual,0,3.98
Tata Nexon,2013,7.23,134831,Diesel,Individual,Automatic,3,1.92
Hyundai i20,2009,15.21,112910,CNG,Dealer,Manual,2,2.61
Ford Figo,2020,15.19,129292,Diesel,Dealer,Manual,0,10.18
Tata Nexon,2005,9.45,142358,CNG,Individual,Manual,1,1.7
Hyundai Verna,2012,4.06,39777,Diesel,Individual,Manual,1,1.32
Hyundai i20,2008,10.68,25748,Diesel,Dealer,Manual,1,3.93
Tata Nexon,2010,2.51,34522,Petrol,Individual,Manual,2,0.55
Mahindra XUV500,2022,12.54,95430,Diesel,Dealer,Manual,1,6.7
Hyundai Verna,2014,7.87,160334,Petrol,Dealer,Automatic,0,2.12
Toyota Corolla,2014,11.43,29776,Diesel,Individual,Automatic,0,3.54
Tata Nexon,2013,17.06,109427,Diesel,Dealer,Manual,3,8.51
Kia Seltos,2021,5.48,53928,Petrol,Dealer,Manual,0,4.12
Mahindra XUV500,2022,16.98,31827,CNG,Dealer,Automatic,3,6.43
Toyota Corolla,2015,15.35,133792,CNG,Individual,Manual,3,9.19
Toyota Corolla,2022,6.75,35142,CNG,Dealer,Automatic,3,2.01
Hyundai i20,2023,15.63,198668,Petrol,Individual,Automatic,3,10.74
Honda City,2019,10.87,21014,Diesel,Individual,Manual,3,5.65
Maruti Alto,2005,8.89,5590,Diesel,Dealer,Manual,1,1.56
Tata Nexon,2015,14.29,27593,Diesel,Individual,Manual,2,6.5
Kia Seltos,2008,14.52,111151,CNG,Dealer,Manual,1,2.59
Kia Seltos,2009,8.23,109315,Diesel,Dealer,Automatic,1,2.53
Maruti Swift,2022,7.55,148320,Petrol,Dealer,Manual,0,5.75
Kia Seltos,2012,14.09,147156,Diesel,Individual,Automatic,1,4.32
Mahindra XUV500,2015,17.31,164837,CNG,Dealer,Manual,2,6.42
Toyota Corolla,2021,10.51,14384,CNG,Individual,Manual,2,8.17
Tata Nexon,2022,9.53,107366,Diesel,Dealer,Manual,0,7.71
Tata Nexon,2013,9.16,25445,CNG,Dealer,Automatic,3,4.09
Honda City,2017,11.98,168483,CNG,Individual,Automatic,1,7.59
Honda City,2015,11.53,56420,Diesel,Dealer,Automatic,0,4.54
Kia Seltos,2012,8.95,187321,Diesel,Dealer,Automatic,3,3.03
Mahindra XUV500,2015,14.5,154210,Petrol,Dealer,Manual,1,4.95
Hyundai Verna,2010,16.12,94818,Diesel,Individual,Automatic,1,8.05
Honda City,2019,12.89,56408,Petrol,Individual,Automatic,1,7.48
Honda City,2022,15.44,75582,Diesel,Dealer,Manual,0,7.32
Maruti Alto,2013,3.89,183396,Diesel,Dealer,Automatic,3,1.06
Kia Seltos,2017,5.43,155849,Petrol,Individual,Manual,1,2.17
Tata Nexon,2016,4.29,137246,Petrol,Individual,Automatic,2,1.03
Ford Figo,2021,7.1,106260,CNG,Individual,Manual,2,4.87
Kia Seltos,2013,6.42,55897,Diesel,Dealer,Manual,0,3.65
Hyundai i20,2020,5.38,57205,CNG,Individual,Manual,2,3.67
Maruti Alto,2016,6.18,85630,Petrol,Individual,Automatic,3,1.71
Mahindra XUV500,2011,4.38,196085,Petrol,Individual,Manual,3,1.56
Ford Figo,2008,6.67,116738,Diesel,Individual,Manual,0,3.04
Honda City,2009,14.7,173640,Petrol,Individual,Manual,0,6.19
Maruti Swift,2019,9.2,143729,Petrol,Individual,Manual,1,5.9
Maruti Alto,2013,8.82,66606,CNG,Individual,Automatic,1,4.93
Tata Nexon,2022,16.66,117237,Diesel,Dealer,Automatic,3,12.14
Ford Figo,2022,10.24,83289,Petrol,Dealer,Automatic,2,5.83
Kia Seltos,2022,13.56,197122,CNG,Individual,Automatic,2,9.85
Maruti Swift,2014,5.61,38789,Diesel,Dealer,Manual,3,3.5
Toyota Corolla,2009,18.82,6640,Petrol,Dealer,Manual,2,5.42
Maruti Alto,2023,13.83,65840,Petrol,Dealer,Manual,0,10.46
Hyundai Verna,2007,6.15,89928,Diesel,Individual,Manual,1,2.05
Mahindra XUV500,2022,15.42,183780,Petrol,Individual,Automatic,2,11.75
Toyota Corolla,2017,9.25,167519,CNG,Individual,Manual,3,6.41
Honda City,2018,10.36,172070,Diesel,Individual,Automatic,1,6.36
Hyundai i20,2016,17.3,198658,CNG,Dealer,Automatic,2,5.59
Honda City,2021,6.32,50317,CNG,Dealer,Manual,1,4.61
Maruti Swift,2011,13.12,174121,Petrol,Individual,Manual,0,4.21
Tata Nexon,2007,11.59,113886,Diesel,Individual,Manual,1,4.15
Honda City,2016,2.92,48269,Diesel,Individual,Manual,3,0.9
Honda City,2016,10.9,89108,Diesel,Individual,Automatic,3,3.16
Mahindra XUV500,2023,18.99,90310,Petrol,Dealer,Automatic,3,15.47
Honda City,2012,15.27,107890,Petrol,Dealer,Automatic,0,6.72
Maruti Swift,2007,10.5,61378,Petrol,Individual,Manual,1,4.5
Hyundai Verna,2015,5.68,45682,CNG,Dealer,Automatic,1,3.62
Honda City,2015,14.0,158400,Petrol,Individual,Manual,1,4.52
Hyundai i20,2015,13.93,189148,Petrol,Dealer,Automatic,2,4.68
Ford Figo,2020,15.18,126379,CNG,Individual,Manual,1,10.49
Hyundai i20,2012,18.98,154695,Diesel,Individual,Automatic,3,8.1
Tata Nexon,2010,18.13,163232,CNG,Individual,Manual,1,6.76
Maruti Alto,2007,5.34,91798,Petrol,Individual,Automatic,0,1.12
Hyundai i20,2009,12.64,151358,CNG,Dealer,Manual,1,2.2
Maruti Swift,2009,16.38,109105,CNG,Dealer,Manual,1,2.91
Maruti Alto,2013,15.82,133174,CNG,Individual,Automatic,2,7.53
Ford Figo,2021,8.75,67074,CNG,Individual,Manual,0,3.35
Maruti Alto,2014,6.64,106672,CNG,Dealer,Automatic,0,2.68
Honda City,2010,19.2,195829,CNG,Dealer,Manual,1,7.64
Mahindra XUV500,2023,15.61,179065,Petrol,Dealer,Automatic,1,8.88
Kia Seltos,2011,3.49,56467,Petrol,Individual,Automatic,0,0.91
Hyundai i20,2020,4.13,35191,Petrol,Individual,Manual,1,2.69
Honda City,2011,5.25,185036,CNG,Individual,Automatic,3,2.41
Honda City,2006,4.52,181537,Petrol,Dealer,Manual,3,1.13
Mahindra XUV500,2010,3.23,166876,CNG,Dealer,Automatic,1,1.37
Hyundai Verna,2019,18.82,56891,CNG,Dealer,Manual,2,10.29
Hyundai i20,2017,8.4,145548,Petrol,Dealer,Automatic,2,5.08
Mahindra XUV500,2009,15.88,78936,Petrol,Dealer,Manual,2,2.74
Ford Figo,2017,13.44,41860,Diesel,Dealer,Automatic,1,4.14
Hyundai i20,2017,4.75,160032,Petrol,Individual,Automatic,3,3.02
Hyundai i20,2005,16.59,61260,CNG,Individual,Manual,3,5.66
Mahindra XUV500,2012,19.46,36103,Petrol,Individual,Manual,3,10.72
Hyundai i20,2015,11.94,106546,Diesel,Dealer,Manual,0,3.97
Tata Nexon,2009,2.95,131314,Petrol,Individual,Manual,2,1.08
Hyundai i20,2012,12.26,77857,Petrol,Dealer,Manual,3,5.74
Ford Figo,2018,9.96,159877,Petrol,Individual,Manual,1,3.07
Maruti Swift,2021,13.88,33059,Diesel,Individual,Automatic,1,10.06
Maruti Alto,2012,14.77,79830,Petrol,Dealer,Manual,0,2.93
Ford Figo,2017,19.24,152961,CNG,Individual,Automatic,3,12.7
Honda City,2007,8.99,159697,CNG,Individual,Automatic,2,2.45
Maruti Swift,2012,6.9,32898,Petrol,Individual,Automatic,3,1.33
